Hospital Name|CITY|State|Country
Aleda E. Lutz Veterans Affairs Medical Center|Saginaw|Michigan|USA
Covenant Medical Center|Saginaw|Michigan|USA
HealthSource Saginaw|Saginaw|Michigan|USA
Select Specialty Hospital-Saginaw|Saginaw|Michigan|USA
St. Mary's of Michigan Medical Center|Saginaw|Michigan|USA
Mackinac Straits Hospital and Health Center|Saint Ignace|Michigan|USA
Sparrow Clinton Hospital|Saint Johns|Michigan|USA
Lakeland Regional Medical Center|Saint Joseph|Michigan|USA
Saint Joseph Mercy Saline Hospital|Saline|Michigan|USA
McKenzie Memorial Hospital|Sandusky|Michigan|USA
War Memorial Hospital|Sault Ste. Marie|Michigan|USA
Mercy Health Partners, Lakeshore Campus|Shelby|Michigan|USA
Sheridan Community Hospital|Sheridan|Michigan|USA
South Haven Community Hospital|South Haven|Michigan|USA
Oakland Regional Hospital|Southfield|Michigan|USA
Providence Hospital: Southfield|Southfield|Michigan|USA
Straith Hospital for Special Surgery|Southfield|Michigan|USA
St. Mary's of Michigan Standish Hospital|Standish|Michigan|USA
Sturgis Hospital|Sturgis|Michigan|USA
St. Joseph Health System|Tawas City|Michigan|USA
Beaumont Hospital - Taylor|Taylor|Michigan|USA
Select Specialty Hospital-Downriver|Taylor|Michigan|USA
Herrick Memorial Medical Center|Tecumseh|Michigan|USA
Three Rivers Health|Three Rivers|Michigan|USA
Munson Medical Center|Traverse City|Michigan|USA
Beaumont Hospital - Trenton|Trenton|Michigan|USA
Beaumont Hospital - Troy|Troy|Michigan|USA
Bronson Vicksburg Hospital|Vicksburg|Michigan|USA
Henry Ford Macomb Hospital - Warren|Warren|Michigan|USA
Southeast Michigan Surgical Hospital|Warren|Michigan|USA
St. John Macomb-Oakland Hospital, Macomb Center|Warren|Michigan|USA
Beaumont Hospital - Wayne|Wayne|Michigan|USA
Henry Ford West Bloomfield Hospital|West Bloomfield Township|Michigan|USA
West Branch Regional Medical Center|West Branch|Michigan|USA
Apex Medical Center|Westland|Michigan|USA
Walter P. Reuther Psychiatric Hospital|Westland|Michigan|USA
Henry Ford Wyandotte Hospital|Wyandotte|Michigan|USA
Metro Health Hospital|Wyoming|Michigan|USA
Forest Health Medical Center|Ypsilanti|Michigan|USA
Select Specialty Hospital-Ann Arbor|Ypsilanti|Michigan|USA
St. Joseph Mercy Ann Arbor Hospital|Ypsilanti|Michigan|USA
Zeeland Community Hospital|Zeeland|Michigan|USA
Albany Area Hospital and Medical Center|Albany|Minnesota|USA
Mayo Clinic Health System - Albert Lea|Albert Lea|Minnesota|USA
Ridgeview Sibley Medical Center|Arlington|Minnesota|USA
Mayo Clinic Health System - Austin|Austin|Minnesota|USA
LakeWood Health Center|Baudette|Minnesota|USA
Sanford Health|Bemidji|Minnesota|USA
Essentia Health St. Joseph's Medical Center|Brainerd|Minnesota|USA
Buffalo Hospital|Buffalo|Minnesota|USA
Fairview Ridges Hospital|Burnsville|Minnesota|USA
Cambridge Medical Center|Cambridge|Minnesota|USA
Mayo Clinic Health System - Cannon Falls|Cannon Falls|Minnesota|USA
Community Memorial Hospital|Cloquet|Minnesota|USA
Mercy Hospital of Coon Rapids|Coon Rapids|Minnesota|USA
Riverview Health|Crookston|Minnesota|USA
Cuyuna Regional Medical Center|Crosby|Minnesota|USA
Essentia Health St. Mary's Hospital|Detroit Lakes, Minnesota|Minnesota|USA
Essentia Health St. Mary's Medical Center|Duluth|Minnesota|USA
St. Luke's Hospital|Duluth|Minnesota|USA
Fairview Southdale Hospital|Edina|Minnesota|USA
Mayo Clinic Health System - Fairmont|Fairmont|Minnesota|USA
District One Hospital|Faribault|Minnesota|USA
Firstcare Health|Fosston|Minnesota|USA
Unity Hospital|Fridley|Minnesota|USA
Glencoe Regional Health Services|Glencoe|Minnesota|USA
Essentia Health Holy Trinity Hospital|Graceville|Minnesota|USA
Kittson Memorial Hospital|Hallock|Minnesota|USA
Regina Hospital|Hastings|Minnesota|USA
Hendricks Community Hospital Association|Hendricks|Minnesota|USA
University Medical Center - Mesabi|Hibbing|Minnesota|USA
Hutchinson Health Hospital|Hutchinson|Minnesota|USA
Rainy Lake Medical Center|International Falls|Minnesota|USA
Mayo Clinic Health System - Lake City|Lake City|Minnesota|USA
Meeker Memorial Hospital|Litchfield|Minnesota|USA
St. Gabriel Hospital|Little Falls|Minnesota|USA
Long Prairie Memorial Hospital and Home-CentraCare|Long Prairie|Minnesota|USA
Madelia Community Hospital|Madelia|Minnesota|USA
Mayo Clinic Health System - Mankato|Mankato|Minnesota|USA
Maple Grove Hospital|Maple Grove|Minnesota|USA
St. John's Hospital|Maplewood|Minnesota|USA
Melrose Area Hospital|Melrose|Minnesota|USA
Abbott Northwestern Hospital|Minneapolis|Minnesota|USA
Children's Hospitals and Clinics of Minnesota - Minneapolis|Minneapolis|Minnesota|USA
Hennepin County Medical Center|Minneapolis|Minnesota|USA
Minneapolis VA Medical Center|Minneapolis|Minnesota|USA
Phillips Eye Institute|Minneapolis|Minnesota|USA
Shriners Hospital for Children (Twin Cities)|Minneapolis|Minnesota|USA
University of Minnesota Masonic Children's Hospital|Minneapolis|Minnesota|USA
University of Minnesota Medical Center|Minneapolis|Minnesota|USA
Centracare Health- Monticello|Monticello|Minnesota|USA
Mercy Hospital|Moose Lake|Minnesota|USA
FirstLight Health System|Mora|Minnesota|USA
Queen of Peace Hospital|New Prague|Minnesota|USA
New Ulm Medical Center|New Ulm|Minnesota|USA
Northfield Hospital|Northfield|Minnesota|USA
Mille Lacs Health System|Onamia|Minnesota|USA
Ortonville Hospital[1]|Ortonville|Minnesota|USA
Mayo Clinic Health System|Owatonna|Minnesota|USA
Owatonna Hospital|Owatonna|Minnesota|USA
Paynesville Area Healthcare System|Paynesville|Minnesota|USA
Perham Health-Sanford|Perham|Minnesota|USA
Fairview Northland Medical Center|Princeton|Minnesota|USA
Red Wing Medical Center|Red Wing|Minnesota|USA
North Memorial Medical Center|Robbinsdale|Minnesota|USA
Mayo Clinic Hospital - Rochester, Saint Marys Campus|Rochester|Minnesota|USA
Mayo Clinic Hospital - Rochester, Methodist Campus|Rochester|Minnesota|USA
Olmsted Medical Center|Rochester|Minnesota|USA
LifeCare Medical Center|Roseau|Minnesota|USA
Mayo Clinic Health System - Springfield|Springfield|Minnesota|USA
St. Cloud Hospital|St. Cloud|Minnesota|USA
St. Cloud VA Medical Center|St. Cloud|Minnesota|USA
Mayo Clinic Health System - St. James|St. James|Minnesota|USA
Park Nicollet Methodist Hospital|St. Louis Park|Minnesota|USA
Bethesda Hospital|St. Paul|Minnesota|USA
Children's Hospitals and Clinics of Minnesota - St. Paul|St. Paul|Minnesota|USA
Gillette Children's Specialty Healthcare|St. Paul|Minnesota|USA
Regions Hospital|St. Paul|Minnesota|USA
St. Joseph's Hospital|St. Paul|Minnesota|USA
United Hospital|St. Paul|Minnesota|USA
River's Edge Hospital|St. Peter|Minnesota|USA
Pine Medical Center|Sandstone|Minnesota|USA
St. Michaels Hospital|Sauk Centre|Minnesota|USA
St. Francis Regional Medical Center|Shakopee|Minnesota|USA
Sleepy Eye Medical Center|Sleepy Eye|Minnesota|USA
Lakewood Health System|Staples|Minnesota|USA
Lakeview Hospital|Stillwater|Minnesota|USA
Northwest Medical Center-Sanford Health|Thief River Falls|Minnesota|USA
Ridgeview Medical Center|Waconia|Minnesota|USA
Tri-County Hospital|Wadena|Minnesota|USA
North Valley Health Center|Warren|Minnesota|USA
Mayo Clinic Health System - Waseca|Waseca|Minnesota|USA
Rice Memorial Hospital|Willmar|Minnesota|USA
Winona Health|Winona|Minnesota|USA
Woodwinds Health Campus|Woodbury|Minnesota|USA
Fairview Lakes Medical Center|Wyoming|Minnesota|USA
Alvin J. Siteman Cancer Center - St. Louis||Missouri|USA
Audrain Medical Center - Mexico||Missouri|USA
Aurora Community Hospital - Aurora, now called Mercy St. John's||Missouri|USA
Barnes-Jewish Hospital - St. Louis||Missouri|USA
Barnes-Jewish Saint Peters Hospital - Saint Peters||Missouri|USA
Barnes-Jewish West County Hospital - St. Louis||Missouri|USA
Barton County Memorial Hospital - Lamar||Missouri|USA
Bates County Memorial Hospital - Butler||Missouri|USA
Boone Hospital Center - Columbia||Missouri|USA
Bothwell Regional Health Center - Sedalia||Missouri|USA
Cameron Regional Medical Center - Cameron||Missouri|USA
Capital Region Medical Center - Jefferson City||Missouri|USA
SSM Health Cardinal Glennon Children's Hospital - St. Louis||Missouri|USA
Carondelet Health - Blue Springs||Missouri|USA
Carondelet Health - Kansas City||Missouri|USA
Cass Medical Center - Harrisonville||Missouri|USA
Cedar County Memorial Hospital - Cedar County||Missouri|USA
Cedar County Memorial Hospital - El Dorado Springs||Missouri|USA
Centerpoint Medical Center - Independence||Missouri|USA
CenterPointe Hospital - Saint Charles||Missouri|USA
Children's Mercy Hospital - Kansas City||Missouri|USA
Children's Mercy Northland - Kansas City||Missouri|USA
Christian Hospital - Florissant||Missouri|USA
Christian Hospital - St. Louis||Missouri|USA
Citizens Memorial Healthcare - Bolivar||Missouri|USA
Columbia Regional Hospital - Columbia||Missouri|USA
Cooper County Memorial Hospital - Boonville||Missouri|USA
Cox Branson - Branson||Missouri|USA
Cox Monett - Monett||Missouri|USA
Cox North - Springfield||Missouri|USA
Cox South - Springfield||Missouri|USA
Cox Walnut Lawn - Springfield||Missouri|USA
CoxHealth - Springfield||Missouri|USA
Crittenton Behavioral Health - Kansas City||Missouri|USA
Crossroads Regional Medical Center - Wentzville||Missouri|USA
Deaconess Incarnate Word Health System - St. Louis||Missouri|USA
Des Peres Hospital - St. Louis||Missouri|USA
Doctors Hospital of Springfield - Springfield||Missouri|USA
Eastern Missouri State Hospital - Florissant||Missouri|USA
Ellett Memorial Hospital - Appleton City||Missouri|USA
Ellis Fischel Cancer Center - Columbia||Missouri|USA
Excelsior Springs Medical Center - Excelsior Springs||Missouri|USA
Fitzgibbon Hospital - Marshall||Missouri|USA
Forest Park Hospital - St. Louis||Missouri|USA
Freeman Cancer Institute - Joplin||Missouri|USA
Freeman Health System - Joplin||Missouri|USA
Freeman Heart Institute - Joplin||Missouri|USA
Freeman Neosho Hospital - Neosho||Missouri|USA
Freeman Orthopaedics & Sports Medicine - Joplin||Missouri|USA
Fulton State Hospital - Fulton||Missouri|USA
General Leonard Wood Army Community Hospital - Fort Leonard Wood||Missouri|USA
Golden Valley Memorial Hospital - Clinton||Missouri|USA
Hannibal Regional Hospital - Hannibal||Missouri|USA
Harry S. Truman Memorial Veterans' Hospital - Columbia||Missouri|USA
Hawthorn Children's Psychiatric Hospital - St. Louis||Missouri|USA
HCA Midwest Division - Kansas City||Missouri|USA
Heartland Behavioral Health Services - Nevada||Missouri|USA
Heartland Regional Medical Center - St. Joseph||Missouri|USA
Hedrick Medical Center - Chillicothe||Missouri|USA
Hermann Area District Hospital - Hermann||Missouri|USA
I-70 Community Hospital - Sweet Springs||Missouri|USA
Independence Regional Health Center - Independence||Missouri|USA
Jefferson Memorial Hospital - Crystal City (Festus)||Missouri|USA
John J. Pershing VA Medical Center - Poplar Bluff||Missouri|USA
Kansas City VA Medical Center - Kansas City||Missouri|USA
Kindred Hospital - Kansas City - Kansas City||Missouri|USA
Kindred Hospital - St. Louis - St. Louis||Missouri|USA
Lafayette Regional Health Center - Lexington||Missouri|USA
Lake Regional Health System - Osage Beach||Missouri|USA
Lakeland Regional Hospital - Springfield||Missouri|USA
Lee´s Summit Hospital - Lee's Summit||Missouri|USA
Liberty Hospital - Liberty||Missouri|USA
Madison Medical Center - Fredericktown||Missouri|USA
Medical Center of Independence - Independence||Missouri|USA
Mercy - St. Louis||Missouri|USA
Mercy McCune-Brooks Hospital - Carthage, formerly known as McCune-Brooks Regional Hospital||Missouri|USA
Mercy Hospital - St. Louis||Missouri|USA
Mercy Hospital St. Louis - Creve Coeur, St. Louis||Missouri|USA
Mercy Hospital Washington - Washington||Missouri|USA
Metropolitan Saint Louis Psychiatric Center - St. Louis||Missouri|USA
Mid Missouri Mental Health Center - Columbia||Missouri|USA
Mineral Area Regional Medical Center - Farmington||Missouri|USA
Missouri Baptist Hospital-Sullivan - Sullivan||Missouri|USA
Missouri Baptist Medical Center - St. Louis||Missouri|USA
Missouri Rehabilitation Center - Mount Vernon||Missouri|USA
Missouri Southern Healthcare - Sikeston||Missouri|USA
Moberly Regional Medical Center - Moberly||Missouri|USA
Nevada Regional Medical Center - Nevada||Missouri|USA
North Kansas City Hospital - North Kansas City||Missouri|USA
Northeast Missouri Rural Health Network (NMRHN) - Kirksville||Missouri|USA
Northeast Regional Medical Center - Kirksville||Missouri|USA
Northwest Medical Center - Albany||Missouri|USA
Ozarks Community Hospital - Springfield||Missouri|USA
Ozarks Medical Center - West Plains, Missouri||Missouri|USA
Parkland Health Center - Bonne Terre||Missouri|USA
Parkland Health Center - Farmington||Missouri|USA
Pemiscot Memorial Health Systems - Hayti||Missouri|USA
Perry County Memorial Hospital - Perryville||Missouri|USA
Pershing Memorial Hospital - Brookfield||Missouri|USA
Phelps County Regional Medical Center - Rolla||Missouri|USA
Pike County Memorial Hospital - Louisiana||Missouri|USA
Progress West Hospital - O'Fallon||Missouri|USA
Putnam County Memorial Hospital - Unionville||Missouri|USA
Ranken Jordan Pediatric Specialty Hospital - Maryland Heights||Missouri|USA
Ray County Memorial Hospital - Richmond||Missouri|USA
The Rehabilitation Institute - Kansas City||Missouri|USA
The Rehabilitation Institute of St. Louis - St. Louis||Missouri|USA
Research Belton Hospital - Belton||Missouri|USA
Research Medical Center - Kansas City||Missouri|USA
Research Medical Center-Brookside Campus - Kansas City||Missouri|USA
Research Psychiatric Center - Kansas City||Missouri|USA
Reynolds County General Memorial Hospital - Ellington||Missouri|USA
Ripley County Memorial Hospital - Doniphan, Ripley County||Missouri|USA
Rusk Rehabilitation Center - Columbia||Missouri|USA
Sac-Osage Hospital - Osceola||Missouri|USA
Saint Alexius Hospital - St. Louis||Missouri|USA
St. Anthony's Medical Center - St. Louis||Missouri|USA
Saint Francis Hospital & Health Services - Maryville||Missouri|USA
Saint Francis Medical Center - Cape Girardeau||Missouri|USA
Sainte Genevieve County Memorial Hospital - Sainte Genevieve||Missouri|USA
Saint John's Aurora Community Hospital - Aurora||Missouri|USA
Saint John's Breech Regional Medical Center - Lebanon||Missouri|USA
Saint John's Health System - Springfield||Missouri|USA
Saint John's Hospital - Cassville - Cassville||Missouri|USA
Saint John's Regional Health Center - Springfield||Missouri|USA
Saint John's Regional Medical Center - Joplin, is becoming Mercy Hospital Joplin as rebuilding efforts continue||Missouri|USA
Saint John's Saint Francis Hospital - Mountain View||Missouri|USA
Saint Joseph Health Center - Saint Charles||Missouri|USA
Saint Joseph Hospital of Kirkwood - Kirkwood||Missouri|USA
Saint Joseph Hospital West - Lake St. Louis||Missouri|USA
Saint Joseph Medical Center - Kansas City||Missouri|USA
St. Louis Behavioral Medicine Institute - St. Louis||Missouri|USA
St. Louis Children's Hospital - St. Louis||Missouri|USA
Saint Louis University Health Science Center - St. Louis||Missouri|USA
Saint Louis University Hospital - St. Louis||Missouri|USA
St. Louis VA Medical Center - St. Louis||Missouri|USA
Saint Luke's East-Lee's Summit - Lee's Summit||Missouri|USA
Saint Luke's Health System - Kansas City||Missouri|USA
Saint Luke's Hospital - Chesterfield||Missouri|USA
Saint Luke's Hospital - Kansas City||Missouri|USA
Saint Luke's Northland Hospital - Kansas City||Missouri|USA
Saint Luke's Northland Hospital - Smithville||Missouri|USA
Saint Mary's Health Center - Jefferson City||Missouri|USA
Saint Mary's Hospital of Blue Springs - Blue Springs||Missouri|USA
Samaritan Hospital - Macon||Missouri|USA
Scotland County Memorial Hospital - Memphis, Scotland County||Missouri|USA
Select Specialty Hospital - St. Louis||Missouri|USA
Shriners Hospitals for Children - St. Louis||Missouri|USA
Southeast Missouri Community Treatment Center - Farmington||Missouri|USA
Southeast Missouri Hospital - Cape Girardeau||Missouri|USA
SouthPointe Hospital - St. Louis||Missouri|USA
SSM DePaul Health Center - Bridgeton||Missouri|USA
SSM Health Care - St. Louis||Missouri|USA
SSM Rehab - St. Louis||Missouri|USA
SSM Saint Mary's Health Center - Richmond Heights||Missouri|USA
Sullivan County Memorial Hospital - Milan||Missouri|USA
Tenet St. Louis - St. Louis||Missouri|USA
Texas County Memorial Hospital - Houston||Missouri|USA
Three Rivers Healthcare - Poplar Bluff||Missouri|USA
Truman Medical Center-Hospital Hill - Kansas City||Missouri|USA
Truman Medical Center-Lakewood - Kansas City||Missouri|USA
Twin Rivers Regional Medical Center - Kennett||Missouri|USA
Two Rivers Psychiatric Hospital - Kansas City||Missouri|USA
University Hospital - Columbia||Missouri|USA
University of Missouri Children's Hospital - Columbia||Missouri|USA
University of Missouri Health Care - Columbia||Missouri|USA
Washington County Memorial Hospital - Potosi||Missouri|USA
Washington University Medical Center - St. Louis||Missouri|USA
Western Missouri Medical Center - Warrensburg||Missouri|USA
Western Missouri Mental Health Center - Kansas City||Missouri|USA
Wright Memorial Hospital - Trenton||Missouri|USA
Missouri hospitals||Missouri|USA
Bellevue Medical Center|Bellevue|Nebraska|USA
Blair MCH & Health Center|Blair|Nebraska|USA
Columbus Community Hospital|Columbus|Nebraska|USA
Fremont Area Medical Center|Fremont|Nebraska|USA
CHI Health St. Francis|Grand_Island|Nebraska|USA
Grand Island VA Medical Center|Grand_Island|Nebraska|USA
Mary Lanning Memorial Hospital|Hastings|Nebraska|USA
CHI Health Good Samaritan|Kearney|Nebraska|USA
Kearney Regional Medical Center|Kearney|Nebraska|USA
Bryan Medical Center|Lincoln|Nebraska|USA
CHI Health St. Elizabeth|Lincoln|Nebraska|USA
Madonna Rehabilitation Hospital|Lincoln|Nebraska|USA
CHI Health Nebraska Heart|Lincoln|Nebraska|USA
CHI Health St. Mary's|Nebraska_City|Nebraska|USA
Faith Regional Health Services|Norfolk|Nebraska|USA
Norfolk Regional Center|Norfolk|Nebraska|USA
Great Plains Health|North_Platte|Nebraska|USA
CHI Health Midlands|Papillion|Nebraska|USA
CHI Health Plainview|Plainview|Nebraska|USA
Regional West Medical Center|Scottsbluff|Nebraska|USA
CHI Health Schuyler|Schuyler|Nebraska|USA
Brodstone Memorial Nuckolls County Hospital|Superior|Nebraska|USA
Community Memorial Hospital|Syracuse|Nebraska|USA
Alice Peck Day Hospital - Lebanon||New Hampshire|USA
Androscoggin Valley Hospital - Berlin||New Hampshire|USA
Catholic Medical Center - Manchester||New Hampshire|USA
Cheshire Medical Center - Keene||New Hampshire|USA
Concord Hospital - Concord||New Hampshire|USA
Cottage Hospital - Woodsville||New Hampshire|USA
Crotched Mountain Rehabilitation Center - Greenfield||New Hampshire|USA
Dartmouth-Hitchcock Medical Center|Lebanon|New Hampshire|USA
Norris Cotton Cancer Center||New Hampshire|USA
Elliot Hospital - Manchester||New Hampshire|USA
Exeter Hospital - Exeter||New Hampshire|USA
Franklin Regional Hospital - Franklin||New Hampshire|USA
Frisbie Memorial Hospital - Rochester||New Hampshire|USA
Hampstead Hospital - Hampstead||New Hampshire|USA
HealthSouth Rehabilitation Hospital of Concord - Concord||New Hampshire|USA
Huggins Hospital - Wolfeboro||New Hampshire|USA
Lakes Region General Hospital - Laconia||New Hampshire|USA
Littleton Regional Hospital - Littleton||New Hampshire|USA
Memorial Hospital - North Conway||New Hampshire|USA
Monadnock Community Hospital - Peterborough||New Hampshire|USA
Nashua Memorial Hospital is now Southern New Hampshire Medical Center||New Hampshire|USA
New Hampshire Hospital - Concord||New Hampshire|USA
New London Hospital - New London||New Hampshire|USA
Northeast Rehabilitation Hospital - Salem||New Hampshire|USA
Parkland Medical Center - Derry||New Hampshire|USA
Portsmouth Regional Hospital - Portsmouth||New Hampshire|USA
Southern New Hampshire Medical Center - Nashua||New Hampshire|USA
Speare Memorial Hospital - Plymouth||New Hampshire|USA
Milford Medical Center|Milford|New Hampshire|USA
Milford Medical Center - Milford||New Hampshire|USA
Upper Connecticut Valley Hospital - Colebrook||New Hampshire|USA
VA Medical Center - Manchester||New Hampshire|USA
Valley Regional Hospital - Claremont||New Hampshire|USA
Weeks Medical Center - Lancaster||New Hampshire|USA
Wentworth-Douglass Hospital - Dover||New Hampshire|USA
Norris Cotton Cancer Center||New Hampshire|USA
AcuteCare Health System - Specialty Hospital at Kimball, Lakewood||New Jersey|USA
Ancora Psychiatric Hospital, Ancora (Winslow Township)||New Jersey|USA
Ann Klein Forensic Center, Trenton||New Jersey|USA
Astra Health Center, Hoboken||New Jersey|USA
Atlantic Rehabilitation Institute, Morristown||New Jersey|USA
AtlantiCare Regional Medical Center City Division, Atlantic City||New Jersey|USA
AtlantiCare Regional Medical Center Mainland Division, Pomona||New Jersey|USA
Bacharach Institute for Rehabilitation, Pomona||New Jersey|USA
Bayonne Medical Center, Bayonne||New Jersey|USA
Bayshore Community Hospital, Holmdel||New Jersey|USA
Bergen Regional Medical Center, Paramus||New Jersey|USA
Bristol-Myers Squibb Children's Hospital, New Brunswick||New Jersey|USA
Cape Regional Medical Center, Cape May Court House||New Jersey|USA
Capital Health System (Fuld Campus), Trenton||New Jersey|USA
Capital Health System (Mercer Campus), Trenton||New Jersey|USA
Care One at Raritan Bay Medical Center, Perth Amboy||New Jersey|USA
Carrier Clinic, Belle Mead||New Jersey|USA
CentraState Healthcare System, Freehold||New Jersey|USA
Chilton Memorial Hospital, Pompton Plains||New Jersey|USA
Christ Hospital, Jersey City, Jersey City||New Jersey|USA
Christian Health Care Center, Wyckoff||New Jersey|USA
Clara Maass Medical Center, Belleville||New Jersey|USA
Community Medical Center, Toms River||New Jersey|USA
Cooper University Hospital, Camden||New Jersey|USA
Deborah Heart and Lung Center, Browns Mills||New Jersey|USA
East Mountain Hospital, Belle Mead||New Jersey|USA
East Orange General Hospital, East Orange||New Jersey|USA
Englewood Hospital and Medical Center, Englewood||New Jersey|USA
Essex County Hospital, Cedar Grove (not to be confused with Overbrook Asylum)||New Jersey|USA
Greystone Park Psychiatric Hospital, Parsippany-Troy Hills||New Jersey|USA
Hackensack University Medical Center, Hackensack||New Jersey|USA
Pascack Valley Medical Center, Westwood||New Jersey|USA
Hackettstown Regional Medical Center, Hackettstown||New Jersey|USA
Hampton Behavioral Health Center, Westampton||New Jersey|USA
HealthSouth - Rehabilitation Hospital of Toms River, Toms River||New Jersey|USA
HealthSouth - Specialty Hospital of Union, Union||New Jersey|USA
Hoboken University Medical Center, Hoboken (formerly St. Mary Hospital)||New Jersey|USA
Holy Name Medical Center, Teaneck||New Jersey|USA
Hudson County Meadowview Hospital, Secaucus||New Jersey|USA
Hunterdon Medical Center, Flemington||New Jersey|USA
Jersey City Medical Center, Jersey City||New Jersey|USA
Jersey Shore University Medical Center, Neptune City||New Jersey|USA
JFK Johnson Rehabilitation Institute, Edison||New Jersey|USA
JFK Medical Center, Edison||New Jersey|USA
Kennedy Memorial Hospitals UMC - Cherry Hill, Cherry Hill||New Jersey|USA
Kennedy Memorial Hospitals UMC - Stratford, Stratford||New Jersey|USA
Kennedy Memorial Hospitals UMC, Washington Township - Turnersville||New Jersey|USA
Kessler Institute for Rehabilitation, Chester Township||New Jersey|USA
Kessler Institute for Rehabilitation, Saddle Brook||New Jersey|USA
Kessler Institute for Rehabilitation, West Orange||New Jersey|USA
Kindred Hospital at Wayne, Wayne||New Jersey|USA
Kindred Hospital at Morris, Dover||New Jersey|USA
Kindred Hospital at Rahway, Rahway||New Jersey|USA
Meadowlands Hospital Medical Center, Secaucus||New Jersey|USA
Meadowview Psychiatric Hospital, Secaucus||New Jersey|USA
Lourdes Medical Center of Burlington County, Willingboro||New Jersey|USA
Lourdes Specialty Hospital, Willingboro||New Jersey|USA
Marlton Rehabilitation Hospital, Marlton||New Jersey|USA
Matheny Medical and Educational Center, Peapack||New Jersey|USA
Monmouth Medical Center, Long Branch||New Jersey|USA
Monmouth Medical Center Southern Campus, Lakewood - Formerly Kimball Medical Center[2]||New Jersey|USA
Morristown Medical Center, Morristown||New Jersey|USA
Mountainside Hospital, Glen Ridge||New Jersey|USA
Newark Beth Israel Medical Center, Newark||New Jersey|USA
Newton Medical Center, Newton||New Jersey|USA
Ocean Medical Center, Brick||New Jersey|USA
Our Lady of Lourdes Medical Center, Camden||New Jersey|USA
Overlook Medical Center, Summit||New Jersey|USA
Palisades Medical Center, North Bergen||New Jersey|USA
PSE&G Children's Specialized Hospital, New Brunswick||New Jersey|USA
Raritan Bay Medical Center, Perth Amboy||New Jersey|USA
Raritan Bay Medical Center, Old Bridge, Old Bridge||New Jersey|USA
Rehabilitation Hospital of South Jersey, Vineland||New Jersey|USA
The Rehabilitation Hospital of Tinton Falls, Tinton Falls||New Jersey|USA
The Memorial Hospital of Salem County, Salem||New Jersey|USA
Riverview Medical Center, Red Bank||New Jersey|USA
Robert Wood Johnson University Hospital, New Brunswick||New Jersey|USA
Robert Wood Johnson University Hospital Somerset, Somerville||New Jersey|USA
Robert Wood Johnson University Hospital at Rahway, Rahway||New Jersey|USA
Robert Wood Johnson University Hospital at Hamilton, Hamilton||New Jersey|USA
Rutgers - University Behavioral HealthCare, Piscataway||New Jersey|USA
Runnells Specialized Hospital, Berkeley Heights||New Jersey|USA
Saint Barnabas Behavioral Health Center, Toms River||New Jersey|USA
Saint Barnabas Medical Center, Livingston||New Jersey|USA
Saint Clare's Hospital at Boonton Township, Boonton||New Jersey|USA
Saint Clare's Hospital at Denville, Denville||New Jersey|USA
Saint Clare's Hospital at Dover, Dover||New Jersey|USA
Saint Clare's Hospital at Sussex, Sussex||New Jersey|USA
Saint Francis Medical Center, Jersey City||New Jersey|USA
Saint James Hospital, Newark (remains open for psychiatric services only)||New Jersey|USA
Saint Michael's Medical Center, Newark||New Jersey|USA
Saint Peter's University Hospital, New Brunswick||New Jersey|USA
St. Francis Medical Center, Trenton||New Jersey|USA
St. Joseph's Regional Medical Center, Paterson||New Jersey|USA
St. Joseph's Wayne Hospital, Wayne||New Jersey|USA
St. Lawrence Rehabilitation Center, Lawrenceville||New Jersey|USA
St. Mary Hospital, Hoboken| see "Hoboken University Medical Center" (above)|New Jersey|USA
St. Mary's Hospital, Passaic||New Jersey|USA
Select at Belleville, Belleville||New Jersey|USA
Shore Memorial Hospital, Somers Point||New Jersey|USA
South Jersey Healthcare - Elmer Hospital, Elmer||New Jersey|USA
South Jersey Healthcare - Regional Medical Center, Vineland||New Jersey|USA
Southern Ocean County Hospital, Manahawkin||New Jersey|USA
Specialty Hospital at Monmouth, Long Branch||New Jersey|USA
Summit Oaks Hospital, Summit||New Jersey|USA
Trenton Psychiatric Hospital, West Trenton||New Jersey|USA
Trinitas Hospital, Elizabeth||New Jersey|USA
Underwood-Memorial Hospital, Woodbury||New Jersey|USA
University Hospital (Newark, New Jersey)], Newark||New Jersey|USA
University Medical Center at Princeton, Princeton||New Jersey|USA
VA New Jersey Health Care System, East Orange||New Jersey|USA
VA New Jersey Health Care System, Lyons||New Jersey|USA
The Valley Hospital, Ridgewood||New Jersey|USA
Virtua Memorial - Mount Holly||New Jersey|USA
Virtua Berlin - Berlin||New Jersey|USA
Virtua Marlton - Marlton||New Jersey|USA
Virtua Voorhees - Voorhees||New Jersey|USA
St. Luke's Warren Hospital, Phillipsburg||New Jersey|USA
Weisman Children's Rehabilitation Hospital, Marlton||New Jersey|USA
Beacon, Jersey City, formerly Jersey City Medical Center||New Jersey|USA
Barnert Hospital, Paterson||New Jersey|USA
Capital Health System (Mercer Campus), Trenton||New Jersey|USA
Essex County Hospital Center, Cedar Grove (formally known as Overbrook Asylum) New Essex Co. Hospital built on Fairview Ave., Cedar Grove||New Jersey|USA
Irvington General Hospital, Irvington||New Jersey|USA
Marlboro Psychiatric Hospital, Marlboro||New Jersey|USA
Montclair Community Hospital, Montclair||New Jersey|USA
Muhlenberg Regional Medical Center, Plainfield||New Jersey|USA
